column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
4341,6,4,Late delivery,1,2016-10-16 20:27:00.0000000,Standard Class,Pacific Asia,44450
4342,2,1,Late delivery,1,2016-10-12 11:21:00.0000000,First Class,Africa,44424
4343,2,4,Advance shipping,0,2016-09-28 09:58:00.0000000,Standard Class,Africa,43461
4344,1,0,Late delivery,1,2016-09-26 06:12:00.0000000,Same Day,Pacific Asia,43416
4345,5,4,Late delivery,1,2016-09-22 15:03:00.0000000,Standard Class,Africa,42859
4346,3,2,Late delivery,1,2016-09-18 22:04:00.0000000,Second Class,Pacific Asia,42742
4347,3,2,Late delivery,1,2016-09-15 15:14:00.0000000,Second Class,Pacific Asia,42517
4348,3,4,Advance shipping,0,2016-09-13 05:26:00.0000000,Standard Class,Africa,42352
4349,2,1,Late delivery,1,2016-09-10 21:54:00.0000000,First Class,USCA,42262
4350,2,4,Advance shipping,0,2016-09-08 15:15:00.0000000,Standard Class,Africa,42106
4351,2,2,Shipping on time,0,2016-09-07 14:43:00.0000000,Second Class,Pacific Asia,42036
4352,2,4,Advance shipping,0,2016-09-03 02:07:00.0000000,Standard Class,Africa,41726
4353,2,4,Advance shipping,0,2016-09-02 20:52:00.0000000,Standard Class,Africa,41711
4354,2,4,Advance shipping,0,2016-08-26 18:57:00.0000000,Standard Class,USCA,41226
4355,4,4,Shipping on time,0,2016-08-26 23:51:00.0000000,Standard Class,USCA,41103
4356,2,4,Advance shipping,0,2016-08-22 16:51:00.0000000,Standard Class,USCA,40946
4357,5,4,Late delivery,1,2016-08-24 20:53:00.0000000,Standard Class,USCA,40889
4358,5,4,Late delivery,1,2016-08-22 23:20:00.0000000,Standard Class,USCA,40759
4359,2,1,Late delivery,1,2016-08-19 15:59:00.0000000,First Class,USCA,40738
4360,6,2,Late delivery,1,2016-08-19 12:50:00.0000000,Second Class,USCA,40455
4361,5,4,Late delivery,1,2016-08-18 01:58:00.0000000,Standard Class,USCA,40424
4362,2,4,Advance shipping,0,2016-08-12 04:36:00.0000000,Standard Class,USCA,40226
4363,6,4,Late delivery,1,2016-08-15 10:44:00.0000000,Standard Class,USCA,40175
4364,6,4,Late delivery,1,2016-08-10 16:52:00.0000000,Standard Class,USCA,39850
4365,5,4,Late delivery,1,2016-08-01 01:49:00.0000000,Standard Class,USCA,39259
4366,4,4,Shipping on time,0,2016-07-30 06:12:00.0000000,Standard Class,USCA,39203
4367,4,4,Shipping canceled,0,2016-07-28 19:10:00.0000000,Standard Class,USCA,39103
4368,6,4,Late delivery,1,2016-07-30 18:07:00.0000000,Standard Class,USCA,39100
4369,1,0,Late delivery,1,2016-07-24 11:33:00.0000000,Same Day,USCA,39047
4370,3,4,Advance shipping,0,2016-07-24 20:45:00.0000000,Standard Class,USCA,38902
4371,6,4,Late delivery,1,2016-07-26 10:46:00.0000000,Standard Class,USCA,38805
4372,5,4,Late delivery,1,2016-07-24 18:39:00.0000000,Standard Class,USCA,38759
4373,2,1,Late delivery,1,2016-07-16 21:59:00.0000000,First Class,USCA,38426
4374,5,4,Late delivery,1,2016-07-14 11:39:00.0000000,Standard Class,USCA,38054
4375,2,4,Advance shipping,0,2016-07-11 08:51:00.0000000,Standard Class,USCA,38046
4376,5,4,Late delivery,1,2016-07-12 07:06:00.0000000,Standard Class,USCA,37904
4377,3,4,Advance shipping,0,2016-07-06 14:49:00.0000000,Standard Class,USCA,37652
4378,6,4,Late delivery,1,2016-07-08 03:05:00.0000000,Standard Class,USCA,37550
4379,5,4,Late delivery,1,2016-07-05 17:27:00.0000000,Standard Class,USCA,37454
4380,1,0,Late delivery,1,2016-06-30 00:22:00.0000000,Same Day,USCA,37371
4381,3,4,Advance shipping,0,2016-06-29 00:38:00.0000000,Standard Class,USCA,37132
4382,2,1,Late delivery,1,2016-06-26 04:51:00.0000000,First Class,USCA,37007
4383,4,4,Shipping on time,0,2016-06-26 05:54:00.0000000,Standard Class,USCA,36873
4384,3,2,Late delivery,1,2016-06-18 22:54:00.0000000,Second Class,USCA,36442
4385,2,4,Advance shipping,0,2016-06-13 18:42:00.0000000,Standard Class,USCA,36156
4386,4,2,Late delivery,1,2016-06-15 08:53:00.0000000,Second Class,USCA,36128
4387,5,4,Late delivery,1,2016-06-15 22:44:00.0000000,Standard Class,USCA,36099
4388,4,4,Shipping on time,0,2016-06-13 06:05:00.0000000,Standard Class,USCA,35983
4389,1,0,Late delivery,1,2016-06-07 00:13:00.0000000,Same Day,USCA,35795
4390,2,1,Late delivery,1,2016-06-02 17:50:00.0000000,First Class,USCA,35400
4391,3,4,Advance shipping,0,2016-06-03 13:17:00.0000000,Standard Class,USCA,35387
4392,4,2,Late delivery,1,2016-05-21 16:48:00.0000000,Second Class,USCA,34438
4393,6,2,Late delivery,1,2016-05-21 05:57:00.0000000,Second Class,USCA,34270
4394,2,1,Shipping canceled,0,2016-05-14 17:20:00.0000000,First Class,USCA,34097
4395,3,4,Advance shipping,0,2016-05-12 21:01:00.0000000,Standard Class,USCA,33902
4396,1,0,Late delivery,1,2016-05-04 11:50:00.0000000,Same Day,USCA,33499
4397,6,4,Late delivery,1,2016-05-09 03:10:00.0000000,Standard Class,USCA,33440
4398,3,4,Advance shipping,0,2016-04-30 21:44:00.0000000,Standard Class,USCA,33082
4399,2,4,Advance shipping,0,2016-04-27 06:20:00.0000000,Standard Class,USCA,32901
4400,4,4,Shipping on time,0,2016-04-28 20:31:00.0000000,Standard Class,USCA,32873
4401,4,4,Shipping on time,0,2016-04-24 00:54:00.0000000,Standard Class,USCA,32543
4402,3,4,Advance shipping,0,2016-04-17 21:56:00.0000000,Standard Class,USCA,32192
4403,2,1,Late delivery,1,2016-04-15 21:46:00.0000000,First Class,USCA,32123
4404,0,0,Shipping on time,0,2016-04-11 16:36:00.0000000,Same Day,USCA,31937
4405,2,1,Late delivery,1,2016-04-11 13:21:00.0000000,First Class,USCA,31825
4406,6,4,Late delivery,1,2016-04-09 01:27:00.0000000,Standard Class,USCA,31380
4407,2,1,Late delivery,1,2016-04-01 18:17:00.0000000,First Class,Pacific Asia,31154
4408,6,4,Late delivery,1,2016-04-05 01:07:00.0000000,Standard Class,Pacific Asia,31105
4409,3,4,Advance shipping,0,2016-03-25 22:08:00.0000000,Standard Class,Pacific Asia,30617
4410,6,2,Late delivery,1,2016-03-23 18:49:00.0000000,Second Class,Pacific Asia,30265
4411,2,2,Shipping on time,0,2016-03-17 21:37:00.0000000,Second Class,Pacific Asia,30136
4412,2,1,Late delivery,1,2016-03-13 08:40:00.0000000,First Class,Pacific Asia,29825
4413,3,2,Late delivery,1,2016-03-12 01:19:00.0000000,Second Class,Pacific Asia,29667
4414,5,2,Late delivery,1,2016-03-13 22:31:00.0000000,Second Class,Pacific Asia,29659
4415,4,2,Late delivery,1,2016-03-12 13:24:00.0000000,Second Class,Pacific Asia,29633
4416,2,1,Late delivery,1,2016-03-10 01:29:00.0000000,First Class,Pacific Asia,29599
4417,2,1,Late delivery,1,2016-03-06 20:25:00.0000000,First Class,Pacific Asia,29379
4418,6,2,Late delivery,1,2016-03-02 23:35:00.0000000,Second Class,Pacific Asia,28840
4419,4,4,Shipping on time,0,2016-02-20 11:09:00.0000000,Standard Class,Pacific Asia,28188
4420,4,2,Late delivery,1,2016-02-17 14:50:00.0000000,Second Class,Pacific Asia,27993
4421,5,4,Late delivery,1,2016-02-10 02:14:00.0000000,Standard Class,Pacific Asia,27409
4422,6,4,Late delivery,1,2016-02-06 15:44:00.0000000,Standard Class,Pacific Asia,27105
4423,6,4,Late delivery,1,2016-02-04 23:26:00.0000000,Standard Class,Pacific Asia,26990
4424,6,4,Late delivery,1,2016-02-03 17:40:00.0000000,Standard Class,Pacific Asia,26905
4425,3,4,Advance shipping,0,2016-01-31 11:21:00.0000000,Standard Class,Pacific Asia,26887
4426,5,4,Late delivery,1,2016-01-24 09:05:00.0000000,Standard Class,Pacific Asia,26264
4427,5,4,Late delivery,1,2016-01-18 16:27:00.0000000,Standard Class,Pacific Asia,25874
4428,5,4,Late delivery,1,2016-01-13 10:20:00.0000000,Standard Class,Pacific Asia,25514
4429,3,4,Advance shipping,0,2016-01-10 23:07:00.0000000,Standard Class,Pacific Asia,25482
4430,1,0,Late delivery,1,2016-01-06 09:22:00.0000000,Same Day,Pacific Asia,25340
4431,2,1,Late delivery,1,2016-01-04 12:48:00.0000000,First Class,Pacific Asia,25110
4432,3,4,Advance shipping,0,2016-01-04 00:42:00.0000000,Standard Class,Pacific Asia,25007
4433,6,2,Late delivery,1,2016-01-06 22:15:00.0000000,Second Class,Pacific Asia,25000
4434,4,4,Shipping on time,0,2016-01-03 17:32:00.0000000,Standard Class,Pacific Asia,24918
4435,6,4,Late delivery,1,2015-12-29 09:18:00.0000000,Standard Class,Pacific Asia,24415
4436,5,4,Late delivery,1,2015-12-27 20:41:00.0000000,Standard Class,Pacific Asia,24379
4437,2,1,Late delivery,1,2015-12-23 17:43:00.0000000,First Class,Pacific Asia,24302
4438,5,4,Late delivery,1,2015-12-23 11:35:00.0000000,Standard Class,Pacific Asia,24079
4439,6,4,Late delivery,1,2015-12-24 04:56:00.0000000,Standard Class,Pacific Asia,24060
4440,4,2,Late delivery,1,2015-12-19 07:55:00.0000000,Second Class,Pacific Asia,23863
4441,5,2,Shipping canceled,0,2015-12-17 17:12:00.0000000,Second Class,Pacific Asia,23684
4442,6,4,Late delivery,1,2015-12-17 22:17:00.0000000,Standard Class,Pacific Asia,23630
4443,2,1,Late delivery,1,2015-12-13 18:47:00.0000000,First Class,Pacific Asia,23620
4444,4,4,Shipping on time,0,2015-12-13 22:17:00.0000000,Standard Class,Pacific Asia,23493
4445,2,1,Late delivery,1,2015-12-10 18:15:00.0000000,First Class,Pacific Asia,23413
4446,2,1,Late delivery,1,2015-12-09 08:16:00.0000000,First Class,Pacific Asia,23316
4447,1,0,Late delivery,1,2015-12-05 02:46:00.0000000,Same Day,Pacific Asia,23129
4448,3,2,Late delivery,1,2015-12-06 01:16:00.0000000,Second Class,Pacific Asia,23022
4449,3,4,Advance shipping,0,2015-12-05 21:46:00.0000000,Standard Class,Pacific Asia,23012
4450,6,4,Late delivery,1,2015-12-03 18:27:00.0000000,Standard Class,Pacific Asia,22660
4451,4,4,Shipping on time,0,2015-11-25 09:21:00.0000000,Standard Class,Pacific Asia,22223
4452,3,4,Advance shipping,0,2015-11-24 03:45:00.0000000,Standard Class,Pacific Asia,22207
4453,4,4,Shipping canceled,0,2015-11-24 21:05:00.0000000,Standard Class,Pacific Asia,22188
4454,3,4,Advance shipping,0,2015-11-20 05:09:00.0000000,Standard Class,Pacific Asia,21937
4455,2,4,Advance shipping,0,2015-11-14 10:56:00.0000000,Standard Class,Pacific Asia,21611
4456,4,4,Shipping on time,0,2015-11-07 12:11:00.0000000,Standard Class,Pacific Asia,20998
4457,3,4,Advance shipping,0,2015-11-02 23:45:00.0000000,Standard Class,Pacific Asia,20757
4458,4,2,Late delivery,1,2015-10-31 10:16:00.0000000,Second Class,Pacific Asia,20513
4459,2,2,Shipping on time,0,2015-10-28 21:18:00.0000000,Second Class,Pacific Asia,20476
4460,5,4,Late delivery,1,2015-10-30 09:34:00.0000000,Standard Class,Pacific Asia,20374
4461,2,1,Late delivery,1,2015-10-19 10:58:00.0000000,First Class,Europe,19830
4462,4,4,Shipping on time,0,2015-10-20 04:30:00.0000000,Standard Class,Europe,19743
4463,4,2,Late delivery,1,2015-10-17 15:11:00.0000000,Second Class,Europe,19568
4464,0,0,Shipping on time,0,2015-10-06 17:34:00.0000000,Same Day,Europe,19061
4465,5,4,Late delivery,1,2015-10-08 22:33:00.0000000,Standard Class,Europe,18904
4466,2,4,Advance shipping,0,2015-09-27 06:48:00.0000000,Standard Class,Europe,18311
4467,6,4,Late delivery,1,2015-09-29 03:39:00.0000000,Standard Class,Europe,18165
4468,6,4,Late delivery,1,2015-09-24 08:02:00.0000000,Standard Class,Europe,17835
4469,3,4,Advance shipping,0,2015-09-17 01:23:00.0000000,Standard Class,Europe,17542
4470,6,4,Late delivery,1,2015-09-18 08:24:00.0000000,Standard Class,Europe,17425
4471,5,4,Late delivery,1,2015-09-14 08:13:00.0000000,Standard Class,Europe,17219
4472,5,4,Late delivery,1,2015-09-10 18:23:00.0000000,Standard Class,Europe,16974
4473,2,4,Advance shipping,0,2015-09-05 02:17:00.0000000,Standard Class,Europe,16791
4474,2,1,Late delivery,1,2015-09-01 01:35:00.0000000,First Class,Europe,16515
4475,6,4,Late delivery,1,2015-09-04 22:05:00.0000000,Standard Class,Europe,16505
4476,3,2,Late delivery,1,2015-08-31 18:45:00.0000000,Second Class,Europe,16427
4477,3,2,Late delivery,1,2015-08-30 04:13:00.0000000,Second Class,Europe,16317
4478,4,4,Shipping on time,0,2015-08-29 05:16:00.0000000,Standard Class,Europe,16183
4479,4,4,Shipping on time,0,2015-08-23 07:23:00.0000000,Standard Class,Europe,15778
4480,5,4,Late delivery,1,2015-08-16 03:32:00.0000000,Standard Class,Europe,15219
4481,3,2,Shipping canceled,0,2015-08-12 22:48:00.0000000,Second Class,Europe,15137
4482,2,1,Late delivery,1,2015-08-11 15:27:00.0000000,First Class,Europe,15116
4483,4,4,Shipping on time,0,2015-08-13 00:23:00.0000000,Standard Class,Europe,15073
4484,6,4,Late delivery,1,2015-08-11 07:45:00.0000000,Standard Class,Europe,14820
4485,2,4,Advance shipping,0,2015-08-03 00:45:00.0000000,Standard Class,Europe,14526
4486,6,4,Late delivery,1,2015-08-01 20:01:00.0000000,Standard Class,Europe,14170
4487,2,4,Advance shipping,0,2015-07-28 02:51:00.0000000,Standard Class,Europe,14121
4488,2,1,Late delivery,1,2015-07-26 17:34:00.0000000,First Class,Europe,14026
4489,4,4,Shipping on time,0,2015-07-28 06:01:00.0000000,Standard Class,Europe,13993
4490,2,4,Advance shipping,0,2015-07-16 22:51:00.0000000,Standard Class,Europe,13356
4491,1,0,Late delivery,1,2015-07-08 08:56:00.0000000,Same Day,Europe,12871
4492,5,2,Late delivery,1,2015-07-12 14:58:00.0000000,Second Class,Europe,12854
4493,2,1,Late delivery,1,2015-07-06 08:51:00.0000000,First Class,Europe,12631
4494,2,1,Late delivery,1,2015-07-03 21:17:00.0000000,First Class,Europe,12461
4495,3,4,Advance shipping,0,2015-07-02 01:19:00.0000000,Standard Class,Europe,12267
4496,1,0,Late delivery,1,2015-06-29 07:22:00.0000000,Same Day,Europe,12250
4497,6,4,Late delivery,1,2015-07-04 08:51:00.0000000,Standard Class,Europe,12220
4498,4,4,Shipping on time,0,2015-07-02 01:09:00.0000000,Standard Class,Europe,12198
4499,3,4,Advance shipping,0,2015-06-25 15:10:00.0000000,Standard Class,Europe,11827
4500,1,0,Late delivery,1,2015-06-22 01:35:00.0000000,Same Day,Europe,11754
4501,0,0,Shipping on time,0,2015-06-13 15:06:00.0000000,Same Day,Europe,11176
4502,3,4,Advance shipping,0,2015-06-13 21:08:00.0000000,Standard Class,Europe,11022
4503,5,2,Late delivery,1,2015-06-14 12:33:00.0000000,Second Class,Europe,10929
4504,5,2,Late delivery,1,2015-06-14 05:33:00.0000000,Second Class,Europe,10909
4505,6,2,Late delivery,1,2015-06-15 04:09:00.0000000,Second Class,Europe,10905
4506,5,4,Late delivery,1,2015-06-09 13:26:00.0000000,Standard Class,Europe,10589
4507,2,1,Late delivery,1,2015-06-04 17:39:00.0000000,First Class,Europe,10464
4508,2,1,Late delivery,1,2015-05-30 04:52:00.0000000,First Class,LATAM,10085
4509,2,1,Late delivery,1,2015-05-29 08:54:00.0000000,First Class,LATAM,10028
4510,4,4,Shipping on time,0,2015-05-30 22:23:00.0000000,Standard Class,LATAM,9998
4511,2,1,Late delivery,1,2015-05-28 06:16:00.0000000,First Class,LATAM,9952
4512,2,1,Late delivery,1,2015-05-26 10:29:00.0000000,First Class,LATAM,9827
4513,2,2,Shipping on time,0,2015-05-21 05:45:00.0000000,Second Class,LATAM,9471
4514,2,2,Shipping on time,0,2015-05-19 01:12:00.0000000,Second Class,LATAM,9321
4515,6,4,Shipping canceled,0,2015-05-21 10:19:00.0000000,Standard Class,LATAM,9210
4516,2,4,Advance shipping,0,2015-05-16 17:09:00.0000000,Standard Class,LATAM,9161
4517,5,4,Late delivery,1,2015-05-19 07:41:00.0000000,Standard Class,LATAM,9134
4518,2,4,Advance shipping,0,2015-05-12 09:48:00.0000000,Standard Class,LATAM,8866
4519,4,4,Shipping canceled,0,2015-05-11 17:41:00.0000000,Standard Class,LATAM,8683
4520,6,4,Late delivery,1,2015-05-10 23:49:00.0000000,Standard Class,LATAM,8495
4521,2,2,Shipping on time,0,2015-05-05 00:52:00.0000000,Second Class,LATAM,8361
4522,6,4,Late delivery,1,2015-05-07 22:15:00.0000000,Standard Class,LATAM,8285
4523,2,1,Late delivery,1,2015-04-28 15:46:00.0000000,First Class,LATAM,7924
4524,0,0,Shipping on time,0,2015-04-25 18:29:00.0000000,Same Day,LATAM,7829
4525,2,1,Late delivery,1,2015-04-23 20:30:00.0000000,First Class,LATAM,7595
4526,6,4,Late delivery,1,2015-04-19 19:49:00.0000000,Standard Class,LATAM,7045
4527,5,4,Late delivery,1,2015-04-16 09:40:00.0000000,Standard Class,LATAM,6879
4528,6,4,Late delivery,1,2015-04-13 13:10:00.0000000,Standard Class,LATAM,6615
4529,3,4,Advance shipping,0,2015-04-06 10:01:00.0000000,Standard Class,LATAM,6332
4530,3,4,Advance shipping,0,2015-04-06 08:16:00.0000000,Standard Class,LATAM,6327
4531,5,4,Shipping canceled,0,2015-04-02 14:35:00.0000000,Standard Class,LATAM,5934
4532,2,4,Advance shipping,0,2015-03-30 03:01:00.0000000,Standard Class,LATAM,5901
4533,5,2,Late delivery,1,2015-03-30 23:31:00.0000000,Second Class,LATAM,5754
4534,2,1,Shipping canceled,0,2015-03-27 21:25:00.0000000,First Class,LATAM,5748
4535,4,4,Shipping on time,0,2015-03-29 09:10:00.0000000,Standard Class,LATAM,5713
4536,2,1,Late delivery,1,2015-03-25 07:46:00.0000000,First Class,LATAM,5572
4537,3,4,Advance shipping,0,2015-03-16 21:47:00.0000000,Standard Class,LATAM,4927
4538,2,1,Late delivery,1,2015-03-14 07:57:00.0000000,First Class,LATAM,4819
4539,2,4,Advance shipping,0,2015-02-22 20:57:00.0000000,Standard Class,LATAM,3486
4540,2,1,Late delivery,1,2015-02-04 23:04:00.0000000,First Class,LATAM,2259
4541,3,2,Late delivery,1,2015-02-03 07:18:00.0000000,Second Class,LATAM,2077
4542,2,1,Late delivery,1,2015-02-01 01:53:00.0000000,First Class,LATAM,1993
4543,4,4,Shipping on time,0,2015-01-28 18:00:00.0000000,Standard Class,LATAM,1628
4544,5,4,Late delivery,1,2015-01-29 13:06:00.0000000,Standard Class,LATAM,1614
4545,4,4,Shipping canceled,0,2015-01-28 05:44:00.0000000,Standard Class,LATAM,1593
4546,5,4,Late delivery,1,2015-01-21 19:25:00.0000000,Standard Class,LATAM,1084
4547,6,4,Late delivery,1,2015-01-21 17:29:00.0000000,Standard Class,LATAM,1010
4548,5,4,Late delivery,1,2015-01-19 04:21:00.0000000,Standard Class,LATAM,904
4549,6,4,Late delivery,1,2015-01-18 19:25:00.0000000,Standard Class,LATAM,810
4550,4,4,Shipping on time,0,2015-01-16 18:43:00.0000000,Standard Class,LATAM,808
4551,4,4,Shipping on time,0,2015-01-15 07:41:00.0000000,Standard Class,LATAM,708
4552,2,1,Late delivery,1,2015-01-12 23:59:00.0000000,First Class,LATAM,686
4553,3,4,Advance shipping,0,2015-01-08 07:42:00.0000000,Standard Class,LATAM,297
4554,3,4,Advance shipping,0,2015-01-07 19:26:00.0000000,Standard Class,LATAM,262
4555,5,4,Late delivery,1,2015-01-08 16:06:00.0000000,Standard Class,LATAM,184
4556,3,4,Advance shipping,0,2015-01-04 03:51:00.0000000,Standard Class,LATAM,12
4557,3,4,Advance shipping,0,2017-10-01 13:29:00.0000000,Standard Class,Europe,68612
4558,3,4,Shipping canceled,0,2017-09-30 18:13:00.0000000,Standard Class,Europe,68557
4559,2,1,Late delivery,1,2017-09-29 09:48:00.0000000,First Class,Europe,68533
4560,3,4,Shipping canceled,0,2017-09-30 05:57:00.0000000,Standard Class,Europe,68522
4561,5,4,Late delivery,1,2017-10-02 04:54:00.0000000,Standard Class,Europe,68519
4562,3,4,Advance shipping,0,2017-09-28 03:09:00.0000000,Standard Class,Europe,68377
4563,4,4,Shipping on time,0,2017-09-28 22:15:00.0000000,Standard Class,Europe,68363
4564,3,2,Late delivery,1,2017-09-27 20:09:00.0000000,Second Class,Europe,68357
4565,2,1,Late delivery,1,2017-09-26 06:50:00.0000000,First Class,Europe,68319
4566,4,2,Late delivery,1,2017-09-27 00:42:00.0000000,Second Class,Europe,68233
4567,6,4,Late delivery,1,2017-09-28 11:23:00.0000000,Standard Class,Europe,68195
4568,5,2,Late delivery,1,2017-09-23 21:12:00.0000000,Second Class,Europe,67949
4569,2,1,Late delivery,1,2017-09-20 08:35:00.0000000,First Class,Europe,67913
4570,5,4,Late delivery,1,2017-09-23 00:11:00.0000000,Standard Class,Europe,67889
4571,2,1,Late delivery,1,2017-09-18 14:54:00.0000000,First Class,Europe,67794
4572,2,4,Advance shipping,0,2017-09-17 18:35:00.0000000,Standard Class,Europe,67736
4573,2,1,Late delivery,1,2017-09-17 11:13:00.0000000,First Class,Europe,67715
4574,6,4,Late delivery,1,2017-09-21 04:13:00.0000000,Standard Class,Europe,67695
4575,3,4,Advance shipping,0,2017-09-18 03:10:00.0000000,Standard Class,Europe,67692
4576,2,4,Advance shipping,0,2017-09-17 02:49:00.0000000,Standard Class,Europe,67691
4577,5,2,Late delivery,1,2017-09-20 02:07:00.0000000,Second Class,Europe,67689
4578,3,4,Advance shipping,0,2017-09-16 14:23:00.0000000,Standard Class,Europe,67587
4579,2,4,Advance shipping,0,2017-09-14 17:00:00.0000000,Standard Class,Europe,67526
4580,5,4,Late delivery,1,2017-09-16 14:02:00.0000000,Standard Class,Europe,67449
4581,2,4,Advance shipping,0,2017-04-22 18:05:00.0000000,Standard Class,LATAM,57596
4582,2,4,Advance shipping,0,2017-04-17 20:43:00.0000000,Standard Class,LATAM,57261
4583,3,4,Advance shipping,0,2017-04-17 13:32:00.0000000,Standard Class,LATAM,57172
4584,5,4,Late delivery,1,2017-04-18 22:28:00.0000000,Standard Class,LATAM,57129
4585,2,4,Advance shipping,0,2017-04-13 18:37:00.0000000,Standard Class,LATAM,56981
4586,4,4,Shipping on time,0,2017-04-10 23:43:00.0000000,Standard Class,LATAM,56653
4587,6,4,Late delivery,1,2017-04-11 22:08:00.0000000,Standard Class,LATAM,56580
4588,3,4,Advance shipping,0,2017-03-26 02:01:00.0000000,Standard Class,LATAM,55632
4589,6,4,Late delivery,1,2017-03-22 22:10:00.0000000,Standard Class,LATAM,55210
4590,4,4,Shipping on time,0,2017-03-19 19:11:00.0000000,Standard Class,LATAM,55133
4591,2,1,Late delivery,1,2017-03-14 12:01:00.0000000,First Class,LATAM,54907
4592,5,2,Late delivery,1,2017-03-14 14:38:00.0000000,Second Class,LATAM,54709
4593,6,4,Late delivery,1,2017-03-10 17:38:00.0000000,Standard Class,LATAM,54375
4594,2,1,Late delivery,1,2017-03-06 13:04:00.0000000,First Class,LATAM,54362
4595,0,0,Shipping on time,0,2017-03-01 12:17:00.0000000,Same Day,LATAM,54120
4596,6,4,Late delivery,1,2017-03-05 08:00:00.0000000,Standard Class,LATAM,54005
4597,6,2,Late delivery,1,2017-03-02 23:57:00.0000000,Second Class,LATAM,53845
4598,4,2,Late delivery,1,2017-02-16 16:57:00.0000000,Second Class,LATAM,53003
4599,5,2,Late delivery,1,2017-02-15 04:00:00.0000000,Second Class,LATAM,52829
4600,4,4,Shipping on time,0,2017-02-12 00:51:00.0000000,Standard Class,LATAM,52683
4601,6,2,Late delivery,1,2017-02-12 11:00:00.0000000,Second Class,LATAM,52575
4602,6,4,Late delivery,1,2017-02-12 02:15:00.0000000,Standard Class,LATAM,52550
4603,5,4,Late delivery,1,2017-02-08 07:20:00.0000000,Standard Class,LATAM,52359
4604,2,1,Late delivery,1,2017-02-05 04:11:00.0000000,First Class,LATAM,52350
4605,6,2,Late delivery,1,2017-02-08 07:09:00.0000000,Second Class,LATAM,52290
4606,2,1,Late delivery,1,2016-11-17 22:09:00.0000000,First Class,Africa,46921
4607,2,1,Late delivery,1,2016-10-27 09:03:00.0000000,First Class,Africa,45445
4608,2,1,Late delivery,1,2016-10-29 06:36:00.0000000,First Class,Africa,45575
4609,2,1,Late delivery,1,2017-01-07 15:15:00.0000000,First Class,Africa,50395
4610,2,1,Late delivery,1,2016-09-07 08:46:00.0000000,First Class,Africa,42019
4611,2,1,Late delivery,1,2016-12-18 23:20:00.0000000,First Class,Africa,49048
4612,2,1,Late delivery,1,2016-10-29 12:33:00.0000000,First Class,Africa,45592
4613,2,1,Late delivery,1,2016-09-20 15:56:00.0000000,First Class,Africa,42930
4614,2,1,Late delivery,1,2016-12-28 12:49:00.0000000,First Class,Africa,49703
4615,2,1,Late delivery,1,2017-11-03 16:56:00.0000000,First Class,Europe,70951
4616,2,1,Late delivery,1,2017-10-12 18:43:00.0000000,First Class,Europe,69449
4617,2,1,Late delivery,1,2017-10-12 18:22:00.0000000,First Class,Europe,69448
4618,2,1,Late delivery,1,2017-10-12 17:19:00.0000000,First Class,Europe,69445
4619,2,1,Late delivery,1,2017-10-17 16:47:00.0000000,First Class,Europe,69786
4620,2,1,Late delivery,1,2017-10-18 05:03:00.0000000,First Class,Europe,69821
4621,2,1,Late delivery,1,2017-10-30 03:38:00.0000000,First Class,Europe,70639
4622,2,1,Late delivery,1,2017-10-18 08:33:00.0000000,First Class,Europe,69831
4623,2,1,Late delivery,1,2017-09-30 20:29:00.0000000,First Class,Europe,68632
4624,2,1,Late delivery,1,2017-08-17 20:33:00.0000000,First Class,Europe,65618
4625,2,1,Late delivery,1,2017-07-27 23:54:00.0000000,First Class,Europe,64189
4626,2,1,Late delivery,1,2015-10-14 08:00:00.0000000,First Class,Europe,19479
4627,2,1,Late delivery,1,2017-09-17 08:46:00.0000000,First Class,Europe,67708
4628,2,1,Late delivery,1,2015-07-07 00:16:00.0000000,First Class,Europe,12675
4629,2,1,Late delivery,1,2017-09-14 14:54:00.0000000,First Class,Europe,67520
4630,2,1,Late delivery,1,2017-08-21 14:56:00.0000000,First Class,Europe,65876
4631,2,1,Late delivery,1,2017-10-27 22:44:00.0000000,First Class,Europe,70488
4632,2,1,Late delivery,1,2015-09-18 11:54:00.0000000,First Class,Europe,17709
4633,2,1,Late delivery,1,2015-07-25 01:59:00.0000000,First Class,Europe,13913
4634,2,1,Late delivery,1,2017-10-23 10:49:00.0000000,First Class,Europe,70180
4635,2,1,Late delivery,1,2017-08-21 14:14:00.0000000,First Class,Europe,65874
4636,2,1,Late delivery,1,2015-06-19 20:36:00.0000000,First Class,Europe,11500
4637,2,1,Late delivery,1,2015-09-14 20:39:00.0000000,First Class,Europe,17460
4638,2,1,Late delivery,1,2015-10-02 09:04:00.0000000,First Class,Europe,18660
4639,2,1,Late delivery,1,2015-06-06 03:17:00.0000000,First Class,Europe,10560
4640,2,1,Late delivery,1,2017-10-21 12:35:00.0000000,First Class,Europe,70048
4641,2,1,Late delivery,1,2015-07-27 00:56:00.0000000,First Class,Europe,14047
4642,2,1,Late delivery,1,2017-09-23 20:19:00.0000000,First Class,Europe,68152
4643,2,1,Late delivery,1,2015-09-27 18:43:00.0000000,First Class,Europe,18345
4644,2,1,Late delivery,1,2015-10-20 15:21:00.0000000,First Class,Europe,19911
4645,2,1,Late delivery,1,2016-08-27 20:31:00.0000000,First Class,Europe,41299
